split,category,sample_id,raw_zip_relative_path,label_zip_relative_path,raw_zip_public_url,label_zip_public_url,raw_zip_name,label_zip_name,video_member_name,label_member_name
1.Training,고속도로(자동차전용도로)포함,bb_1_130317_vehicle_314_116,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_130317_vehicle_314_116.mp4,bb_1_130317_vehicle_314_116.json
1.Training,고속도로(자동차전용도로)포함,bb_1_130525_vehicle_238_22311,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_130525_vehicle_238_22311.mp4,bb_1_130525_vehicle_238_22311.json
1.Training,고속도로(자동차전용도로)포함,bb_1_130629_vehicle_213_21986,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_130629_vehicle_213_21986.mp4,bb_1_130629_vehicle_213_21986.json
1.Training,고속도로(자동차전용도로)포함,bb_1_150918_vehicle_258_32001,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_150918_vehicle_258_32001.mp4,bb_1_150918_vehicle_258_32001.json
1.Training,고속도로(자동차전용도로)포함,bb_1_151121_vehicle_245_22101,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_151121_vehicle_245_22101.mp4,bb_1_151121_vehicle_245_22101.json
1.Training,고속도로(자동차전용도로)포함,bb_1_181109_vehicle_205_32806,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_181109_vehicle_205_32806.mp4,bb_1_181109_vehicle_205_32806.json
1.Training,고속도로(자동차전용도로)포함,bb_1_190212_vehicle_37_113,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_1_190212_vehicle_37_113.mp4,bb_1_190212_vehicle_37_113.json
1.Training,고속도로(자동차전용도로)포함,bb_3_130720_vehicle_108_132,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_3_130720_vehicle_108_132.mp4,bb_3_130720_vehicle_108_132.json
1.Training,고속도로(자동차전용도로)포함,bb_3_180507_vehicle_45_264,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_3_180507_vehicle_45_264.mp4,bb_3_180507_vehicle_45_264.json
1.Training,고속도로(자동차전용도로)포함,bb_3_200501_vehicle_202_20807,1.Training/raw_data_231108_add/TS_차대차_영상_고속도로(자동차전용도로)포함.zip,1.Training/label_data_231108_add/TL_차대차_영상_고속도로(자동차전용도로)포함.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EA%B3%A0%EC%86%8D%EB%8F%84%EB%A1%9C%28%EC%9E%90%EB%8F%99%EC%B0%A8%EC%A0%84%EC%9A%A9%EB%8F%84%EB%A1%9C%29%ED%8F%AC%ED%95%A8.zip,TS_차대차_영상_고속도로(자동차전용도로)포함.zip,TL_차대차_영상_고속도로(자동차전용도로)포함.zip,bb_3_200501_vehicle_202_20807.mp4,bb_3_200501_vehicle_202_20807.json
1.Training,사거리교차로(신호등없음),bb_1_110104_vehicle_258_24112,1.Training/raw_data_231108_add/TS_차대차_영상_사거리교차로(신호등없음).zip,1.Training/label_data_231108_add/TL_차대차_영상_사거리교차로(신호등없음).zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,TS_차대차_영상_사거리교차로(신호등없음).zip,TL_차대차_영상_사거리교차로(신호등없음).zip,bb_1_110104_vehicle_258_24112.mp4,bb_1_110104_vehicle_258_24112.json
1.Training,사거리교차로(신호등없음),bb_1_160805_vehicle_127_188,1.Training/raw_data_231108_add/TS_차대차_영상_사거리교차로(신호등없음).zip,1.Training/label_data_231108_add/TL_차대차_영상_사거리교차로(신호등없음).zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,TS_차대차_영상_사거리교차로(신호등없음).zip,TL_차대차_영상_사거리교차로(신호등없음).zip,bb_1_160805_vehicle_127_188.mp4,bb_1_160805_vehicle_127_188.json
1.Training,사거리교차로(신호등없음),bb_1_170407_vehicle_39_153,1.Training/raw_data_231108_add/TS_차대차_영상_사거리교차로(신호등없음).zip,1.Training/label_data_231108_add/TL_차대차_영상_사거리교차로(신호등없음).zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,TS_차대차_영상_사거리교차로(신호등없음).zip,TL_차대차_영상_사거리교차로(신호등없음).zip,bb_1_170407_vehicle_39_153.mp4,bb_1_170407_vehicle_39_153.json
1.Training,사거리교차로(신호등없음),bb_1_170712_vehicle_44_220,1.Training/raw_data_231108_add/TS_차대차_영상_사거리교차로(신호등없음).zip,1.Training/label_data_231108_add/TL_차대차_영상_사거리교차로(신호등없음).zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,TS_차대차_영상_사거리교차로(신호등없음).zip,TL_차대차_영상_사거리교차로(신호등없음).zip,bb_1_170712_vehicle_44_220.mp4,bb_1_170712_vehicle_44_220.json
1.Training,사거리교차로(신호등없음),bb_1_180831_vehicle_30_156,1.Training/raw_data_231108_add/TS_차대차_영상_사거리교차로(신호등없음).zip,1.Training/label_data_231108_add/TL_차대차_영상_사거리교차로(신호등없음).zip,https://data.taeo-dev.com/dataset/traffic/1.Training/raw_data_231108_add/TS_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,https://data.taeo-dev.com/dataset/traffic/1.Training/label_data_231108_add/TL_%EC%B0%A8%EB%8C%80%EC%B0%A8_%EC%98%81%EC%83%81_%EC%82%AC%EA%B1%B0%EB%A6%AC%EA%B5%90%EC%B0%A8%EB%A1%9C%28%EC%8B%A0%ED%98%B8%EB%93%B1%EC%97%86%EC%9D%8C%29.zip,TS_차대차_영상_사거리교차로(신호등없음).zip,TL_차대차_영상_사거리교차로(신호등없음).zip,bb_1_180831_vehicle_30_156.mp4,bb_1_180831_vehicle_30_156.json
